Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Actor,Ray,Jamie Foxx,1,2005,7.7,2004-10-29,87.0,81.0,6,0,0,0,1,1,1,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1967.0,38.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,Director,Ray,Taylor Hackford,0,2005,7.7,2004-10-29,87,81,6,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,Picture,Ray,Ray,0,2005,7.7,2004-10-29,87,81,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
Actor,The Aviator,Leonardo DiCaprio,0,2005,7.5,2004-12-25,79.0,87.0,11,0,0,0,1,1,0,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,1974.0,31.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,Director,The Aviator,Martin Scorsese,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,Picture,The Aviator,The Aviator,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
Supporting Actor,The Aviator,Alan Alda,0,2005,7.5,2004-12-25,79.0,87.0,11,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1936.0,69.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,Director,The Aviator,Martin Scorsese,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,Picture,The Aviator,The Aviator,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
Supporting Actress,The Aviator,Cate Blanchett,1,2005,7.5,2004-12-25,79.0,87.0,11,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1969.0,36.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,Director,The Aviator,Martin Scorsese,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,Picture,The Aviator,The Aviator,0,2005,7.5,2004-12-25,79,87,11,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
Actor,Million Dollar Baby,Clint Eastwood,0,2005,8.1,2005-01-28,90.0,91.0,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1930.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,Director,Million Dollar Baby,Clint Eastwood,1,2005,8.1,2005-01-28,90,91,7,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,Picture,Million Dollar Baby,Million Dollar Baby,1,2005,8.1,2005-01-28,90,91,7,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Actress,Million Dollar Baby,Hilary Swank,1,2005,8.1,2005-01-28,90.0,91.0,7,1,0,0,0,0,0,0.0,0.0,1.0,1.0,0,0,1,1,1,1,1,1974.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,Director,Million Dollar Baby,Clint Eastwood,1,2005,8.1,2005-01-28,90,91,7,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,Picture,Million Dollar Baby,Million Dollar Baby,1,2005,8.1,2005-01-28,90,91,7,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actor,Million Dollar Baby,Morgan Freeman,1,2005,8.1,2005-01-28,90.0,91.0,7,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0,1,0,1,1937.0,68.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,Director,Million Dollar Baby,Clint Eastwood,1,2005,8.1,2005-01-28,90,91,7,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,Picture,Million Dollar Baby,Million Dollar Baby,1,2005,8.1,2005-01-28,90,91,7,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actor,Sideways,Thomas Haden Church,0,2005,7.5,2005-01-21,78.0,96.0,5,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1960.0,45.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,Director,Sideways,Alexander Payne,0,2005,7.5,2005-01-21,78,96,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,Picture,Sideways,Sideways,0,2005,7.5,2005-01-21,78,96,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
Supporting Actress,Sideways,Virginia Madsen,0,2005,7.5,2005-01-21,78.0,96.0,5,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1961.0,44.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,Director,Sideways,Alexander Payne,0,2005,7.5,2005-01-21,78,96,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,Picture,Sideways,Sideways,0,2005,7.5,2005-01-21,78,96,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
Actor,Capote,Philip Seymour Hoffman,1,2006,7.4,2006-02-03,81.0,90.0,5,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1967.0,39.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,Director,Capote,Bennett Miller,0,2006,7.4,2006-02-03,81,90,5,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Capote,Capote,0,2006,7.4,2006-02-03,81,90,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actress,Capote,Catherine Keener,0,2006,7.4,2006-02-03,81.0,90.0,5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1959.0,47.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,Director,Capote,Bennett Miller,0,2006,7.4,2006-02-03,81,90,5,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Capote,Capote,0,2006,7.4,2006-02-03,81,90,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Actor,Brokeback Mountain,Heath Ledger,0,2006,7.7,2006-01-13,82.0,87.0,8,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1979.0,27.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,Director,Brokeback Mountain,Ang Lee,1,2006,7.7,2006-01-13,82,87,8,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,Picture,Brokeback Mountain,Brokeback Mountain,0,2006,7.7,2006-01-13,82,87,8,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
Supporting Actor,Brokeback Mountain,Jake Gyllenhaal,0,2006,7.7,2006-01-13,82.0,87.0,8,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1980.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,Director,Brokeback Mountain,Ang Lee,1,2006,7.7,2006-01-13,82,87,8,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,Picture,Brokeback Mountain,Brokeback Mountain,0,2006,7.7,2006-01-13,82,87,8,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
Supporting Actress,Brokeback Mountain,Michelle Williams,0,2006,7.7,2006-01-13,82.0,87.0,8,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1980.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,Director,Brokeback Mountain,Ang Lee,1,2006,7.7,2006-01-13,82,87,8,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,Picture,Brokeback Mountain,Brokeback Mountain,0,2006,7.7,2006-01-13,82,87,8,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
Actor,"Good Night, and Good Luck",David Strathairn,0,2006,7.5,2005-11-04,83.0,93.0,0,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1949.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,Director,"Good Night, and Good Luck",George Clooney,0,2006,7.5,2005-11-04,83,93,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,1,0,1,0,Picture,"Good Night, and Good Luck","Good Night, and Good Luck",0,2006,7.5,2005-11-04,83,93,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
Supporting Actor,Crash,Matt Dillon,0,2006,7.8,2005-05-06,88.0,75.0,5,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1964.0,42.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,Director,Crash,Paul Haggis,0,2006,7.8,2005-05-06,88,75,5,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,0,1,Picture,Crash,Crash,1,2006,7.8,2005-05-06,88,75,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
Actress,The Queen,Helen Mirren,1,2007,7.3,2006-11-17,76.0,97.0,6,0,0,0,1,1,1,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,1945.0,62.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,Director,The Queen,Stephen Frears,0,2007,7.3,2006-11-17,76,97,6,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,Picture,The Queen,The Queen,0,2007,7.3,2006-11-17,76,97,6,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
Supporting Actor,The Departed,Mark Wahlberg,0,2007,8.5,2006-10-06,94.0,91.0,5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1971.0,36.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,Director,The Departed,Martin Scorsese,1,2007,8.5,2006-10-06,94,91,5,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,1,0,1,Picture,The Departed,The Departed,1,2007,8.5,2006-10-06,94,91,5,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
Supporting Actress,Babel,Adriana Barraza,0,2007,7.5,2006-11-10,77.0,69.0,7,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1956.0,51.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,Director,Babel,Alejandro G. Iñárritu,0,2007,7.5,2006-11-10,77,69,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Babel,Babel,0,2007,7.5,2006-11-10,77,69,7,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Supporting Actress,Babel,Rinko Kikuchi,0,2007,7.5,2006-11-10,77.0,69.0,7,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1981.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,Director,Babel,Alejandro G. Iñárritu,0,2007,7.5,2006-11-10,77,69,7,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Babel,Babel,0,2007,7.5,2006-11-10,77,69,7,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
Actor,There Will Be Blood,Daniel Day-Lewis,1,2008,8.1,2008-01-25,86.0,91.0,8,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,3,1,1,1,1,1957.0,51.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,Director,There Will Be Blood,Paul Thomas Anderson,0,2008,8.1,2008-01-25,86,91,8,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,There Will Be Blood,There Will Be Blood,0,2008,8.1,2008-01-25,86,91,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
Actor,Michael Clayton,George Clooney,0,2008,7.3,2007-10-12,69.0,90.0,7,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,1961.0,47.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,Director,Michael Clayton,Tony Gilroy,0,2008,7.3,2007-10-12,69,90,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Michael Clayton,Michael Clayton,0,2008,7.3,2007-10-12,69,90,7,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
Supporting Actor,Michael Clayton,Tom Wilkinson,0,2008,7.3,2007-10-12,69.0,90.0,7,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1948.0,60.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,Director,Michael Clayton,Tony Gilroy,0,2008,7.3,2007-10-12,69,90,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Michael Clayton,Michael Clayton,0,2008,7.3,2007-10-12,69,90,7,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
Supporting Actress,Michael Clayton,Tilda Swinton,1,2008,7.3,2007-10-12,69.0,90.0,7,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1960.0,48.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,Director,Michael Clayton,Tony Gilroy,0,2008,7.3,2007-10-12,69,90,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,1,0,Picture,Michael Clayton,Michael Clayton,0,2008,7.3,2007-10-12,69,90,7,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
Actress,Juno,Ellen Page,0,2008,7.5,2007-12-25,88.0,94.0,4,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1987.0,21.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,Director,Juno,Jason Reitman,0,2008,7.5,2007-12-25,88,94,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,1,0,Picture,Juno,Juno,0,2008,7.5,2007-12-25,88,94,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
