Category_actor,Film_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Release_date_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Release_Q1_actor,Release_Q2_actor,Release_Q3_actor,Release_Q4_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Birthyear_actor,Age_actor,Age_[0-25]_actor,Age_[25-35]_actor,Age_[35-45]_actor,Age_[45-55]_actor,Age_[55-65]_actor,Age_[65-75] _actor,Age_[75+] _actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,MPAA_rating_actor,MPAA_G_actor,MPAA_PG_actor,MPAA_PG-13_actor,MPAA_R_actor,MPAA_NC-17_actor,Nowin_Criticschoice_actor,Win_Criticschoice_actor,Nonom_Criticschoice_actor,Nom_Criticschoice_actor,Nowin_SAG_acting_actor,Win_SAG_acting_actor,Nonom_SAG_acting_actor,Nom_SAG_acting_actor,Nowin_SAG_bestcast_actor,Win_SAG_bestcast_actor,Nonom_SAG_bestcast_actor,Nom_SAG_bestcast_actor,Female_actor,Category_director,Film_director,Nominee_director,Winner_director,Year_director,Rating_IMDB_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Oscarstat_totalnoms_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Nom_Oscar_bestfilm_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Genre_biography_director,Genre_crime_director,Genre_comedy_director,Genre_drama_director,Genre_horror_director,Genre_fantasy_director,Genre_sci-fi_director,Genre_mystery_director,Genre_music_director,Genre_romance_director,Genre_history_director,Genre_war_director,Genre_filmnoir_director,Genre_western_director,Genre_thriller_director,Genre_sport_director,Genre_family_director,Genre_action_director,Genre_adventure_director,MPAA_rating_director,MPAA_G_director,MPAA_PG_director,MPAA_PG-13_director,MPAA_R_director,MPAA_NC-17_director,Nowin_Criticschoice_director,Win_Criticschoice_director,Nonom_Criticschoice_director,Nom_Criticschoice_director,Category_film,Film_film,Nominee_film,Winner_film,Year_film,Rating_IMDB_film,Release_date_film,Rating_rtaudience_film,Rating_rtcritic_film,Oscarstat_totalnoms_film,Release_Q1_film,Release_Q2_film,Release_Q3_film,Release_Q4_film,Nom_Oscar_bestdirector_film,Nom_DGA_film,Nom_BAFTA_film,Win_DGA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Genre_action_film,Genre_biography_film,Genre_crime_film,Genre_comedy_film,Genre_drama_film,Genre_horror_film,Genre_fantasy_film,Genre_sci-fi_film,Genre_mystery_film,Genre_music_film,Genre_romance_film,Genre_history_film,Genre_war_film,Genre_filmnoir_film,Genre_thriller_film,Genre_adventure_film,Genre_family_film,Genre_sport_film,Genre_western_film,MPAA_rating_film,MPAA_G_film,MPAA_PG_film,MPAA_PG-13_film,MPAA_R_film,MPAA_NC-17_film,Nowin_Criticschoice_film,Win_Criticschoice_film,Nonom_Criticschoice_film,Nom_Criticschoice_film,Nowin_SAG_bestcast_film,Win_SAG_bestcast_film,Nonom_SAG_bestcast_film,Nom_SAG_bestcast_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film
Supporting Actor,One Flew Over the Cuckoo's Nest,Brad Dourif,0,1976,8.7,1975-11-19,96.0,95.0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1950.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,One Flew Over the Cuckoo's Nest,Milo Forman,1,1976,8.7,1975-11-19,96,95,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,1,1976,8.7,1975-11-19,96,95,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Dog Day Afternoon,Al Pacino,0,1976,8.0,1975-12-25,90.0,95.0,6,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0,0,3,0,1,0,1,1940.0,36.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dog Day Afternoon,Sidney Lumet,0,1976,8.0,1975-12-25,90,95,6,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Dog Day Afternoon,Dog Day Afternoon,0,1976,8.0,1975-12-25,90,95,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Dog Day Afternoon,Chris Sarandon,0,1976,8.0,1975-12-25,90.0,95.0,6,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1942.0,34.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Dog Day Afternoon,Sidney Lumet,0,1976,8.0,1975-12-25,90,95,6,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Dog Day Afternoon,Dog Day Afternoon,0,1976,8.0,1975-12-25,90,95,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Nashville,Ronee Blakley,0,1976,7.8,1975-09-21,84.0,94.0,4,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1945.0,31.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Nashville,Robert Altman,0,1976,7.8,1975-09-21,84,94,4,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Nashville,Nashville,0,1976,7.8,1975-09-21,84,94,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Nashville,Lily Tomlin,0,1976,7.8,1975-09-21,84.0,94.0,4,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1939.0,37.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Nashville,Robert Altman,0,1976,7.8,1975-09-21,84,94,4,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Nashville,Nashville,0,1976,7.8,1975-09-21,84,94,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Network,Peter Finch,1,1977,8.1,1976-11-27,93.0,91.0,10,0,0,0,1,1,1,0.0,0.0,1.0,1.0,0,0,1,0,1,0,1,1916.0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Network,Sidney Lumet,0,1977,8.1,1976-11-27,93,91,10,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Network,Network,0,1977,8.1,1976-11-27,93,91,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Network,William Holden,0,1977,8.1,1976-11-27,93.0,91.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1918.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Network,Sidney Lumet,0,1977,8.1,1976-11-27,93,91,10,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Network,Network,0,1977,8.1,1976-11-27,93,91,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Network,Faye Dunaway,1,1977,8.1,1976-11-27,93.0,91.0,10,0,0,0,1,1,0,0.0,0.0,1.0,1.0,0,0,2,0,1,0,1,1941.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Network,Sidney Lumet,0,1977,8.1,1976-11-27,93,91,10,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Network,Network,0,1977,8.1,1976-11-27,93,91,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Network,Ned Beatty,0,1977,8.1,1976-11-27,93.0,91.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1937.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Network,Sidney Lumet,0,1977,8.1,1976-11-27,93,91,10,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Network,Network,0,1977,8.1,1976-11-27,93,91,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Network,Beatrice Straight,1,1977,8.1,1976-11-27,93.0,91.0,10,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1914.0,63.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Network,Sidney Lumet,0,1977,8.1,1976-11-27,93,91,10,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,Picture,Network,Network,0,1977,8.1,1976-11-27,93,91,10,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Rocky,Sylvester Stallone,0,1977,8.1,1976-12-03,69.0,93.0,9,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1946.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Rocky,John G. Avildsen,1,1977,8.1,1976-12-03,69,93,9,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Rocky,Rocky,1,1977,8.1,1976-12-03,69,93,9,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Rocky,Talia Shire,0,1977,8.1,1976-12-03,69.0,93.0,9,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,1,1946.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Rocky,John G. Avildsen,1,1977,8.1,1976-12-03,69,93,9,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Rocky,Rocky,1,1977,8.1,1976-12-03,69,93,9,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Rocky,Burgess Meredith,0,1977,8.1,1976-12-03,69.0,93.0,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1907.0,70.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Rocky,John G. Avildsen,1,1977,8.1,1976-12-03,69,93,9,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Rocky,Rocky,1,1977,8.1,1976-12-03,69,93,9,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Rocky,Burt Young,0,1977,8.1,1976-12-03,69.0,93.0,9,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1940.0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Rocky,John G. Avildsen,1,1977,8.1,1976-12-03,69,93,9,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Rocky,Rocky,1,1977,8.1,1976-12-03,69,93,9,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,All the President's Men,Jason Robards,1,1977,8.0,1976-04-09,92.0,93.0,8,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1922.0,55.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,All the President's Men,Alan J. Pakula,0,1977,8.0,1976-04-09,92,93,8,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,All the President's Men,All the President's Men,0,1977,8.0,1976-04-09,92,93,8,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,All the President's Men,Jane Alexander,0,1977,8.0,1976-04-09,92.0,93.0,8,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1939.0,38.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,All the President's Men,Alan J. Pakula,0,1977,8.0,1976-04-09,92,93,8,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,All the President's Men,All the President's Men,0,1977,8.0,1976-04-09,92,93,8,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Annie Hall,Woody Allen,0,1978,8.1,1977-04-20,93.0,99.0,5,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1935.0,43.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Annie Hall,Woody Allen,1,1978,8.1,1977-04-20,93,99,5,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Annie Hall,Annie Hall,1,1978,8.1,1977-04-20,93,99,5,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Annie Hall,Diane Keaton,1,1978,8.1,1977-04-20,93.0,99.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1946.0,32.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Annie Hall,Woody Allen,1,1978,8.1,1977-04-20,93,99,5,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Annie Hall,Annie Hall,1,1978,8.1,1977-04-20,93,99,5,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,The Turning Point,Anne Bancroft,0,1978,7.0,1977-11-18,69.0,58.0,11,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0,0,3,1,1,1,1,1931.0,47.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Turning Point,Herbert Ross,0,1978,7.0,1977-11-18,69,58,11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Turning Point,The Turning Point,0,1978,7.0,1977-11-18,69,58,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,The Turning Point,Shirley MacLaine,0,1978,7.0,1977-11-18,69.0,58.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,1,1934.0,44.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Turning Point,Herbert Ross,0,1978,7.0,1977-11-18,69,58,11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Turning Point,The Turning Point,0,1978,7.0,1977-11-18,69,58,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Turning Point,Mikhail Baryshnikov,0,1978,7.0,1977-11-18,69.0,58.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1948.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,The Turning Point,Herbert Ross,0,1978,7.0,1977-11-18,69,58,11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Turning Point,The Turning Point,0,1978,7.0,1977-11-18,69,58,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,The Turning Point,Leslie Browne,0,1978,7.0,1977-11-18,69.0,58.0,11,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1957.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,The Turning Point,Herbert Ross,0,1978,7.0,1977-11-18,69,58,11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,The Turning Point,The Turning Point,0,1978,7.0,1977-11-18,69,58,11,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Julia,Jane Fonda,0,1978,7.4,1978-01-20,66.0,73.0,11,1,0,0,0,1,1,0.0,0.0,1.0,1.0,0,0,2,1,1,1,1,1937.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Julia,Fred Zinnemann,0,1978,7.4,1978-01-20,66,73,11,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Julia,Julia,0,1978,7.4,1978-01-20,66,73,11,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Julia,Jason Robards,1,1978,7.4,1978-01-20,66.0,73.0,11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1922.0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Julia,Fred Zinnemann,0,1978,7.4,1978-01-20,66,73,11,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Julia,Julia,0,1978,7.4,1978-01-20,66,73,11,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Julia,Maximilian Schell,0,1978,7.4,1978-01-20,66.0,73.0,11,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,1,1,1,1,1930.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Julia,Fred Zinnemann,0,1978,7.4,1978-01-20,66,73,11,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Julia,Julia,0,1978,7.4,1978-01-20,66,73,11,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Julia,Vanessa Redgrave,1,1978,7.4,1978-01-20,66.0,73.0,11,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0,1,0,1,1937.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Julia,Fred Zinnemann,0,1978,7.4,1978-01-20,66,73,11,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,Picture,Julia,Julia,0,1978,7.4,1978-01-20,66,73,11,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
